"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2001"	"2001"	977	2702162	35.3	36.2
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2002"	"2002"	894	2713535	31.9	32.9
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2003"	"2003"	931	2723004	32.9	34.2
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2004"	"2004"	996	2734373	35.0	36.4
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2005"	"2005"	1064	2745299	36.9	38.8
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2006"	"2006"	1069	2762931	36.5	38.7
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2007"	"2007"	1163	2783785	39.3	41.8
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2008"	"2008"	1246	2808076	41.4	44.4
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2009"	"2009"	1173	2832704	38.2	41.4
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2010"	"2010"	1276	2858825	41.2	44.6
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2011"	"2011"	1244	2872711	39.6	43.3
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2012"	"2012"	1340	2891541	42.0	46.3
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2013"	"2013"	1323	2902190	41.1	45.6
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2014"	"2014"	1311	2912032	40.0	45.0
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2015"	"2015"	1323	2923211	40.0	45.3
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2016"	"2016"	1419	2927628	41.9	48.5
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2017"	"2017"	1485	2927546	43.6	50.7
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2018"	"2018"	1486	2931560	43.0	50.7
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2019"	"2019"	1457	2933672	41.6	49.7
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2020"	"2020"	1375	2937919	39.1	46.8
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2021"	"2021"	1391	2937922	38.7	47.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"1999"	"1999"	567	2678338	20.5	21.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2000"	"2000"	588	2693681	21.2	21.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2001"	"2001"	553	2702162	19.7	20.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2002"	"2002"	562	2713535	19.9	20.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2003"	"2003"	560	2723004	19.7	20.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2004"	"2004"	598	2734373	20.9	21.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2005"	"2005"	650	2745299	22.4	23.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2006"	"2006"	585	2762931	19.9	21.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2007"	"2007"	664	2783785	22.3	23.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2008"	"2008"	704	2808076	23.4	25.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2009"	"2009"	631	2832704	20.4	22.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2010"	"2010"	728	2858825	23.4	25.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2011"	"2011"	671	2872711	21.2	23.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2012"	"2012"	741	2891541	23.0	25.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2013"	"2013"	734	2902190	22.7	25.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2014"	"2014"	691	2912032	20.9	23.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2015"	"2015"	668	2923211	20.0	22.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2016"	"2016"	741	2927628	21.7	25.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2017"	"2017"	751	2927546	21.9	25.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2018"	"2018"	752	2931560	21.3	25.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2019"	"2019"	776	2933672	21.6	26.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2020"	"2020"	700	2937919	19.1	23.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"2021"	"2021"	669	2937922	17.8	22.8
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"1999"	"1999"	315	2678338	11.8	11.8
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2000"	"2000"	354	2693681	13.1	13.1
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2001"	"2001"	396	2702162	14.5	14.7
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2002"	"2002"	301	2713535	10.9	11.1
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2003"	"2003"	344	2723004	12.3	12.6
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2004"	"2004"	370	2734373	13.2	13.5
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2005"	"2005"	391	2745299	13.7	14.2
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2006"	"2006"	464	2762931	16.0	16.8
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2007"	"2007"	479	2783785	16.4	17.2
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2008"	"2008"	513	2808076	17.1	18.3
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2009"	"2009"	506	2832704	16.7	17.9
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2010"	"2010"	525	2858825	17.0	18.4
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2011"	"2011"	540	2872711	17.4	18.8
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2012"	"2012"	560	2891541	17.8	19.4
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2013"	"2013"	561	2902190	17.4	19.3
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2014"	"2014"	588	2912032	18.1	20.2
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2015"	"2015"	629	2923211	19.2	21.5
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2016"	"2016"	657	2927628	19.5	22.4
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2017"	"2017"	708	2927546	21.0	24.2
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2018"	"2018"	692	2931560	20.5	23.6
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2019"	"2019"	642	2933672	18.7	21.9
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2020"	"2020"	641	2937919	19.0	21.8
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	"2021"	"2021"	698	2937922	20.2	23.8
	"Ureter"	"29030"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Ureter"	"29030"	"Kansas"	"20"	"2000"	"2000"	23	2693681	0.8	0.9
	"Ureter"	"29030"	"Kansas"	"20"	"2001"	"2001"	20	2702162	0.7	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2002"	"2002"	23	2713535	0.8	0.8
	"Ureter"	"29030"	"Kansas"	"20"	"2003"	"2003"	19	2723004	0.7	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2004"	"2004"	24	2734373	0.8	0.9
	"Ureter"	"29030"	"Kansas"	"20"	"2005"	"2005"	18	2745299	0.6	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed	Suppressed
	"Ureter"	"29030"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Ureter"	"29030"	"Kansas"	"20"	"2008"	"2008"	20	2808076	0.7	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2009"	"2009"	24	2832704	0.8	0.8
	"Ureter"	"29030"	"Kansas"	"20"	"2010"	"2010"	19	2858825	0.6	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2011"	"2011"	20	2872711	0.6	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2012"	"2012"	26	2891541	0.8	0.9
	"Ureter"	"29030"	"Kansas"	"20"	"2013"	"2013"	16	2902190	0.5	0.6
	"Ureter"	"29030"	"Kansas"	"20"	"2014"	"2014"	20	2912032	0.6	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2015"	"2015"	17	2923211	0.5	0.6
	"Ureter"	"29030"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Ureter"	"29030"	"Kansas"	"20"	"2017"	"2017"	16	2927546	0.4	0.5
	"Ureter"	"29030"	"Kansas"	"20"	"2018"	"2018"	27	2931560	0.8	0.9
	"Ureter"	"29030"	"Kansas"	"20"	"2019"	"2019"	30	2933672	0.9	1.0
	"Ureter"	"29030"	"Kansas"	"20"	"2020"	"2020"	21	2937919	0.6	0.7
	"Ureter"	"29030"	"Kansas"	"20"	"2021"	"2021"	20	2937922	0.5	0.7
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2000"	"2000"	Suppressed	2693681	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2001"	"2001"	Suppressed	2702162	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2002"	"2002"	Suppressed	2713535	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2004"	"2004"	Suppressed	2734373	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2012"	"2012"	Suppressed	2891541	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2013"	"2013"	Suppressed	2902190	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2015"	"2015"	Suppressed	2923211	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2017"	"2017"	Suppressed	2927546	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2018"	"2018"	Suppressed	2931560	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2019"	"2019"	Suppressed	2933672	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2000"	"2000"	24	2693681	0.9	0.9
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2001"	"2001"	39	2702162	1.4	1.4
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2002"	"2002"	25	2713535	0.9	0.9
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2003"	"2003"	26	2723004	0.9	1.0
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2004"	"2004"	32	2734373	1.1	1.2
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2005"	"2005"	25	2745299	0.9	0.9
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2006"	"2006"	26	2762931	0.9	0.9
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2007"	"2007"	25	2783785	0.9	0.9
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2008"	"2008"	22	2808076	0.7	0.8
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2009"	"2009"	31	2832704	1.0	1.1
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2010"	"2010"	27	2858825	0.9	0.9
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2011"	"2011"	36	2872711	1.2	1.3
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2012"	"2012"	33	2891541	1.1	1.1
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2013"	"2013"	23	2902190	0.8	0.8
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2014"	"2014"	38	2912032	1.1	1.3
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2015"	"2015"	29	2923211	1.0	1.0
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2016"	"2016"	22	2927628	0.6	0.8
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2017"	"2017"	28	2927546	0.9	1.0
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2018"	"2018"	39	2931560	1.3	1.3
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2019"	"2019"	37	2933672	1.1	1.3
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2020"	"2020"	21	2937919	0.6	0.7
	"Eye and Orbit"	"30000"	"Kansas"	"20"	"2021"	"2021"	41	2937922	1.2	1.4
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"1999"	"1999"	160	2678338	6.0	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2000"	"2000"	193	2693681	7.1	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2001"	"2001"	200	2702162	7.4	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2002"	"2002"	193	2713535	7.1	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2003"	"2003"	201	2723004	7.3	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2004"	"2004"	186	2734373	6.7	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2005"	"2005"	193	2745299	6.9	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2006"	"2006"	176	2762931	6.2	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2007"	"2007"	202	2783785	7.0	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2008"	"2008"	215	2808076	7.5	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2009"	"2009"	173	2832704	5.9	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2010"	"2010"	192	2858825	6.5	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2011"	"2011"	247	2872711	8.1	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2012"	"2012"	211	2891541	6.9	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2013"	"2013"	217	2902190	7.0	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2014"	"2014"	188	2912032	6.0	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2015"	"2015"	197	2923211	6.4	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2016"	"2016"	218	2927628	7.0	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2017"	"2017"	200	2927546	6.3	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2018"	"2018"	194	2931560	5.9	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2019"	"2019"	221	2933672	6.8	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2020"	"2020"	201	2937919	6.3	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2021"	"2021"	213	2937922	6.4	7.3
	"Brain"	"31010"	"Kansas"	"20"	"1999"	"1999"	148	2678338	5.6	5.5
	"Brain"	"31010"	"Kansas"	"20"	"2000"	"2000"	178	2693681	6.6	6.6
	"Brain"	"31010"	"Kansas"	"20"	"2001"	"2001"	186	2702162	6.9	6.9
	"Brain"	"31010"	"Kansas"	"20"	"2002"	"2002"	180	2713535	6.6	6.6
	"Brain"	"31010"	"Kansas"	"20"	"2003"	"2003"	191	2723004	7.0	7.0
	"Brain"	"31010"	"Kansas"	"20"	"2004"	"2004"	174	2734373	6.3	6.4
	"Brain"	"31010"	"Kansas"	"20"	"2005"	"2005"	182	2745299	6.5	6.6
	"Brain"	"31010"	"Kansas"	"20"	"2006"	"2006"	162	2762931	5.7	5.9
	"Brain"	"31010"	"Kansas"	"20"	"2007"	"2007"	187	2783785	6.5	6.7
	"Brain"	"31010"	"Kansas"	"20"	"2008"	"2008"	192	2808076	6.7	6.8
	"Brain"	"31010"	"Kansas"	"20"	"2009"	"2009"	163	2832704	5.5	5.8
	"Brain"	"31010"	"Kansas"	"20"	"2010"	"2010"	180	2858825	6.1	6.3
	"Brain"	"31010"	"Kansas"	"20"	"2011"	"2011"	234	2872711	7.6	8.1
	"Brain"	"31010"	"Kansas"	"20"	"2012"	"2012"	193	2891541	6.3	6.7
	"Brain"	"31010"	"Kansas"	"20"	"2013"	"2013"	200	2902190	6.4	6.9
	"Brain"	"31010"	"Kansas"	"20"	"2014"	"2014"	175	2912032	5.5	6.0
	"Brain"	"31010"	"Kansas"	"20"	"2015"	"2015"	182	2923211	5.9	6.2
	"Brain"	"31010"	"Kansas"	"20"	"2016"	"2016"	209	2927628	6.7	7.1
	"Brain"	"31010"	"Kansas"	"20"	"2017"	"2017"	188	2927546	5.9	6.4
	"Brain"	"31010"	"Kansas"	"20"	"2018"	"2018"	184	2931560	5.6	6.3
	"Brain"	"31010"	"Kansas"	"20"	"2019"	"2019"	209	2933672	6.4	7.1
	"Brain"	"31010"	"Kansas"	"20"	"2020"	"2020"	193	2937919	6.0	6.6
	"Brain"	"31010"	"Kansas"	"20"	"2021"	"2021"	202	2937922	6.0	6.9
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2000"	"2000"	Suppressed	2693681	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2001"	"2001"	Suppressed	2702162	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2002"	"2002"	Suppressed	2713535	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2004"	"2004"	Suppressed	2734373	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2008"	"2008"	23	2808076	0.8	0.8
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2012"	"2012"	18	2891541	0.6	0.6
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2013"	"2013"	17	2902190	0.6	0.6
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2015"	"2015"	Suppressed	2923211	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2017"	"2017"	Suppressed	2927546	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2018"	"2018"	Suppressed	2931560	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2019"	"2019"	Suppressed	2933672	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"1999"	"1999"	220	2678338	8.4	8.2
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2000"	"2000"	255	2693681	9.6	9.5
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2001"	"2001"	226	2702162	8.5	8.4
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2002"	"2002"	252	2713535	9.4	9.3
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2003"	"2003"	289	2723004	10.7	10.6
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2004"	"2004"	343	2734373	12.6	12.5
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2005"	"2005"	323	2745299	11.8	11.8
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2006"	"2006"	352	2762931	12.7	12.7
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2007"	"2007"	440	2783785	15.9	15.8
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2008"	"2008"	457	2808076	16.1	16.3
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2009"	"2009"	451	2832704	16.1	15.9
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2010"	"2010"	501	2858825	17.3	17.5
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2011"	"2011"	508	2872711	17.6	17.7
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2012"	"2012"	536	2891541	18.5	18.5
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2013"	"2013"	513	2902190	17.4	17.7
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2014"	"2014"	490	2912032	16.5	16.8
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2015"	"2015"	536	2923211	17.9	18.3
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2016"	"2016"	525	2927628	17.8	17.9
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2017"	"2017"	451	2927546	15.2	15.4
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2018"	"2018"	415	2931560	13.6	14.2
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2019"	"2019"	453	2933672	14.8	15.4
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2020"	"2020"	472	2937919	15.4	16.1
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	"2021"	"2021"	458	2937922	15.0	15.6
	"Thyroid"	"32010"	"Kansas"	"20"	"1999"	"1999"	202	2678338	7.7	7.5
	"Thyroid"	"32010"	"Kansas"	"20"	"2000"	"2000"	235	2693681	8.9	8.7
	"Thyroid"	"32010"	"Kansas"	"20"	"2001"	"2001"	211	2702162	8.0	7.8
	"Thyroid"	"32010"	"Kansas"	"20"	"2002"	"2002"	242	2713535	9.1	8.9
	"Thyroid"	"32010"	"Kansas"	"20"	"2003"	"2003"	273	2723004	10.1	10.0
	"Thyroid"	"32010"	"Kansas"	"20"	"2004"	"2004"	322	2734373	11.9	11.8
	"Thyroid"	"32010"	"Kansas"	"20"	"2005"	"2005"	300	2745299	11.0	10.9
	"Thyroid"	"32010"	"Kansas"	"20"	"2006"	"2006"	340	2762931	12.3	12.3
	"Thyroid"	"32010"	"Kansas"	"20"	"2007"	"2007"	414	2783785	14.9	14.9
	"Thyroid"	"32010"	"Kansas"	"20"	"2008"	"2008"	437	2808076	15.4	15.6
	"Thyroid"	"32010"	"Kansas"	"20"	"2009"	"2009"	428	2832704	15.3	15.1
	"Thyroid"	"32010"	"Kansas"	"20"	"2010"	"2010"	475	2858825	16.4	16.6
	"Thyroid"	"32010"	"Kansas"	"20"	"2011"	"2011"	491	2872711	17.0	17.1
	"Thyroid"	"32010"	"Kansas"	"20"	"2012"	"2012"	510	2891541	17.7	17.6
	"Thyroid"	"32010"	"Kansas"	"20"	"2013"	"2013"	493	2902190	16.7	17.0
	"Thyroid"	"32010"	"Kansas"	"20"	"2014"	"2014"	475	2912032	16.1	16.3
	"Thyroid"	"32010"	"Kansas"	"20"	"2015"	"2015"	517	2923211	17.2	17.7
	"Thyroid"	"32010"	"Kansas"	"20"	"2016"	"2016"	505	2927628	17.2	17.2
	"Thyroid"	"32010"	"Kansas"	"20"	"2017"	"2017"	426	2927546	14.5	14.6
	"Thyroid"	"32010"	"Kansas"	"20"	"2018"	"2018"	396	2931560	13.0	13.5
	"Thyroid"	"32010"	"Kansas"	"20"	"2019"	"2019"	434	2933672	14.2	14.8
	"Thyroid"	"32010"	"Kansas"	"20"	"2020"	"2020"	455	2937919	15.0	15.5
	"Thyroid"	"32010"	"Kansas"	"20"	"2021"	"2021"	427	2937922	14.0	14.5
	"Other Endocrine including Thymus"	"32020"	"Kansas"	"20"	"1999"	"1999"	18	2678338	0.7	0.7
